channel_id,channel_label,month,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,2026-01,1,1,0,1.0,2.2620480367303997,0.0,999.0,999.0,2.2620480367303997,0.0,2.2620480367303997,2.2620480367303997
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,2026-03,1,0,1,0.0,0.0,1.179994594507375,0.0,0.0,-1.179994594507375,1.179994594507375,-1.179994594507375,-1.179994594507375
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,2026-04,3,1,2,0.3333333333333333,1.2448320277977196,1.098639815070535,1.1330665525878458,0.5665332762939229,-0.9524476023433504,1.1005220953443313,-0.3174825341144501,-1.0967575347967387
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,2026-05,3,2,1,0.6666666666666666,2.1976305165396974,1.1492705265565462,1.9121960110856198,3.8243920221712395,3.2459905065228485,1.1492705265565462,1.0819968355076162,2.1681856360704774
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,2026-06,2,0,2,0.0,0.0,1.1530511270318462,0.0,0.0,-2.3061022540636924,2.3061022540636924,-1.1530511270318462,-1.1530511270318462
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2025-03,1,0,1,0.0,0.0,1.1229131643302268,0.0,0.0,-1.1229131643302268,1.1229131643302268,-1.1229131643302268,-1.1229131643302268
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2025-08,1,1,0,1.0,2.3944573878267326,0.0,999.0,999.0,2.3944573878267326,0.0,2.3944573878267326,2.3944573878267326
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2025-10,1,0,1,0.0,0.0,1.0907912695148967,0.0,0.0,-1.0907912695148967,1.0907912695148967,-1.0907912695148967,-1.0907912695148967
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2026-01,1,1,0,1.0,2.240169625334335,0.0,999.0,999.0,2.240169625334335,0.0,2.240169625334335,2.240169625334335
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2026-02,1,1,0,1.0,2.3923788885163804,0.0,999.0,999.0,2.3923788885163804,0.0,2.3923788885163804,2.3923788885163804
60m_short_persistence_adx_relax_rr2_5,空头独立策略·仅放宽ADX衰减 RR2.5,2026-03,1,0,1,0.0,0.0,1.1080412615724222,0.0,0.0,-1.1080412615724222,1.1080412615724222,-1.1080412615724222,-1.1080412615724222
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2025-03,1,0,1,0.0,0.0,1.1229131643302268,0.0,0.0,-1.1229131643302268,1.1229131643302268,-1.1229131643302268,-1.1229131643302268
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2025-08,1,1,0,1.0,2.3944573878267326,0.0,999.0,999.0,2.3944573878267326,0.0,2.3944573878267326,2.3944573878267326
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2025-10,1,0,1,0.0,0.0,1.0907912695148967,0.0,0.0,-1.0907912695148967,1.0907912695148967,-1.0907912695148967,-1.0907912695148967
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2026-01,1,1,0,1.0,2.240169625334335,0.0,999.0,999.0,2.240169625334335,0.0,2.240169625334335,2.240169625334335
60m_short_persistence_age_relax_rr2_5,空头独立策略·仅放宽趋势年龄 RR2.5,2026-03,1,0,1,0.0,0.0,1.1080412615724222,0.0,0.0,-1.1080412615724222,1.1080412615724222,-1.1080412615724222,-1.1080412615724222
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2025-03,1,0,1,0.0,0.0,1.1229131643302268,0.0,0.0,-1.1229131643302268,1.1229131643302268,-1.1229131643302268,-1.1229131643302268
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2025-08,1,1,0,1.0,2.3944573878267326,0.0,999.0,999.0,2.3944573878267326,0.0,2.3944573878267326,2.3944573878267326
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2025-10,1,0,1,0.0,0.0,1.0907912695148967,0.0,0.0,-1.0907912695148967,1.0907912695148967,-1.0907912695148967,-1.0907912695148967
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2026-01,1,1,0,1.0,2.240169625334335,0.0,999.0,999.0,2.240169625334335,0.0,2.240169625334335,2.240169625334335
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,2026-03,1,0,1,0.0,0.0,1.1080412615724222,0.0,0.0,-1.1080412615724222,1.1080412615724222,-1.1080412615724222,-1.1080412615724222
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2025-03,1,0,1,0.0,0.0,1.1229131643302268,0.0,0.0,-1.1229131643302268,1.1229131643302268,-1.1229131643302268,-1.1229131643302268
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2025-08,1,1,0,1.0,2.3944573878267326,0.0,999.0,999.0,2.3944573878267326,0.0,2.3944573878267326,2.3944573878267326
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2025-10,1,0,1,0.0,0.0,1.0907912695148967,0.0,0.0,-1.0907912695148967,1.0907912695148967,-1.0907912695148967,-1.0907912695148967
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2026-01,1,1,0,1.0,2.240169625334335,0.0,999.0,999.0,2.240169625334335,0.0,2.240169625334335,2.240169625334335
60m_short_persistence_slope_relax_rr2_5,空头独立策略·仅放宽EMA50斜率 RR2.5,2026-03,1,0,1,0.0,0.0,1.1080412615724222,0.0,0.0,-1.1080412615724222,1.1080412615724222,-1.1080412615724222,-1.1080412615724222
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-01,3,1,2,0.3333333333333333,2.410524522232862,1.1062767211565983,2.1789525858527417,1.0894762929263708,0.19797107991966567,2.2125534423131965,0.06599035997322189,-1.100383931881594
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-03,2,0,2,0.0,0.0,1.1129642867281895,0.0,0.0,-2.225928573456379,2.225928573456379,-1.1129642867281895,-1.1129642867281895
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-04,2,1,1,0.5,2.3783274471519986,1.0887781067471263,2.1844005058639335,2.1844005058639335,1.2895493404048723,1.0887781067471263,0.6447746702024362,0.6447746702024362
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-07,4,4,0,1.0,1.7661668281056868,0.0,999.0,999.0,7.064667312422747,0.0,1.7661668281056868,2.2152022417745654
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-08,2,1,1,0.5,2.3944573878267326,1.1522714574407105,2.0780323702064263,2.0780323702064263,1.242185930386022,1.1522714574407105,0.621092965193011,0.621092965193011
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-09,1,0,1,0.0,0.0,1.1838435700864347,0.0,0.0,-1.1838435700864347,1.1838435700864347,-1.1838435700864347,-1.1838435700864347
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-10,5,2,3,0.4,2.3010504542797823,1.1331550808058835,2.0306580213568903,1.3537720142379268,1.2026356661419144,2.3086739729027532,0.24052713322838287,-1.0907912695148967
60m_split_portfolio_frozen,多空分离组合·冻结基线,2025-11,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
60m_split_portfolio_frozen,多空分离组合·冻结基线,2026-01,2,2,0,1.0,2.2511088310323673,0.0,999.0,999.0,4.5022176620647345,0.0,2.2511088310323673,2.2511088310323673
60m_split_portfolio_frozen,多空分离组合·冻结基线,2026-03,2,0,2,0.0,0.0,1.1440179280398985,0.0,0.0,-2.288035856079797,2.288035856079797,-1.1440179280398985,-1.1440179280398985
60m_split_portfolio_frozen,多空分离组合·冻结基线,2026-04,3,1,2,0.3333333333333333,1.2448320277977196,1.098639815070535,1.1330665525878458,0.5665332762939229,-0.9524476023433504,1.1005220953443313,-0.3174825341144501,-1.0967575347967387
60m_split_portfolio_frozen,多空分离组合·冻结基线,2026-05,3,2,1,0.6666666666666666,2.1976305165396974,1.1492705265565462,1.9121960110856198,3.8243920221712395,3.2459905065228485,1.1492705265565462,1.0819968355076162,2.1681856360704774
60m_split_portfolio_frozen,多空分离组合·冻结基线,2026-06,2,0,2,0.0,0.0,1.1530511270318462,0.0,0.0,-2.3061022540636924,2.3061022540636924,-1.1530511270318462,-1.1530511270318462
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-01,3,1,2,0.3333333333333333,2.410524522232862,1.1062767211565983,2.1789525858527417,1.0894762929263708,0.19797107991966567,2.2125534423131965,0.06599035997322189,-1.100383931881594
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-03,2,0,2,0.0,0.0,1.1129642867281895,0.0,0.0,-2.225928573456379,2.225928573456379,-1.1129642867281895,-1.1129642867281895
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-04,2,1,1,0.5,2.3783274471519986,1.0887781067471263,2.1844005058639335,2.1844005058639335,1.2895493404048723,1.0887781067471263,0.6447746702024362,0.6447746702024362
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-07,3,3,0,1.0,1.5836276252556807,0.0,999.0,999.0,4.750882875767042,0.0,1.5836276252556807,2.1360659878568113
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-08,2,1,1,0.5,2.3944573878267326,1.1522714574407105,2.0780323702064263,2.0780323702064263,1.242185930386022,1.1522714574407105,0.621092965193011,0.621092965193011
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-10,3,0,3,0.0,0.0,1.1331550808058835,0.0,0.0,-3.39946524241765,3.39946524241765,-1.1331550808058835,-1.15123432437391
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2025-11,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2026-01,2,2,0,1.0,2.2511088310323673,0.0,999.0,999.0,4.5022176620647345,0.0,2.2511088310323673,2.2511088310323673
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2026-03,2,0,2,0.0,0.0,1.1440179280398985,0.0,0.0,-2.288035856079797,2.288035856079797,-1.1440179280398985,-1.1440179280398985
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2026-04,3,1,2,0.3333333333333333,1.2448320277977196,1.098639815070535,1.1330665525878458,0.5665332762939229,-0.9524476023433504,1.1005220953443313,-0.3174825341144501,-1.0967575347967387
60m_split_portfolio_long_extension,多空分离组合·仅优化多头延伸保护,2026-05,2,2,0,1.0,2.1976305165396974,0.0,999.0,999.0,4.395261033079395,0.0,2.1976305165396974,2.1976305165396974
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-01,3,1,2,0.3333333333333333,2.410524522232862,1.1062767211565983,2.1789525858527417,1.0894762929263708,0.19797107991966567,2.2125534423131965,0.06599035997322189,-1.100383931881594
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-03,2,0,2,0.0,0.0,1.1129642867281895,0.0,0.0,-2.225928573456379,2.225928573456379,-1.1129642867281895,-1.1129642867281895
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-04,1,1,0,1.0,2.3783274471519986,0.0,999.0,999.0,2.3783274471519986,0.0,2.3783274471519986,2.3783274471519986
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-07,2,2,0,1.0,2.2152022417745654,0.0,999.0,999.0,4.430404483549131,0.0,2.2152022417745654,2.2152022417745654
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-08,2,1,1,0.5,2.3944573878267326,1.1522714574407105,2.0780323702064263,2.0780323702064263,1.242185930386022,1.1522714574407105,0.621092965193011,0.621092965193011
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-10,1,0,1,0.0,0.0,1.0907912695148967,0.0,0.0,-1.0907912695148967,1.0907912695148967,-1.0907912695148967,-1.0907912695148967
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2025-11,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2026-01,2,2,0,1.0,2.2511088310323673,0.0,999.0,999.0,4.5022176620647345,0.0,2.2511088310323673,2.2511088310323673
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2026-03,2,0,2,0.0,0.0,1.1440179280398985,0.0,0.0,-2.288035856079797,2.288035856079797,-1.1440179280398985,-1.1440179280398985
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2026-04,2,1,1,0.5,1.2448320277977196,1.0967575347967387,1.135011147225374,1.135011147225374,0.14807449300098097,1.0967575347967387,0.07403724650049048,0.07403724650049048
60m_split_portfolio_long_extension_adx,多空分离组合·仅优化多头延伸+ADX,2026-05,2,2,0,1.0,2.1976305165396974,0.0,999.0,999.0,4.395261033079395,0.0,2.1976305165396974,2.1976305165396974
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-01,3,1,2,0.3333333333333333,2.410524522232862,1.1062767211565983,2.1789525858527417,1.0894762929263708,0.19797107991966567,2.2125534423131965,0.06599035997322189,-1.100383931881594
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-03,2,0,2,0.0,0.0,1.1129642867281895,0.0,0.0,-2.225928573456379,2.225928573456379,-1.1129642867281895,-1.1129642867281895
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-04,2,1,1,0.5,2.3783274471519986,1.0887781067471263,2.1844005058639335,2.1844005058639335,1.2895493404048723,1.0887781067471263,0.6447746702024362,0.6447746702024362
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-05,1,1,0,1.0,2.373927805296106,0.0,999.0,999.0,2.373927805296106,0.0,2.373927805296106,2.373927805296106
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-06,1,1,0,1.0,2.3795018361769196,0.0,999.0,999.0,2.3795018361769196,0.0,2.3795018361769196,2.3795018361769196
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-07,4,4,0,1.0,1.7661668281056868,0.0,999.0,999.0,7.064667312422747,0.0,1.7661668281056868,2.2152022417745654
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-08,2,1,1,0.5,2.3944573878267326,1.1522714574407105,2.0780323702064263,2.0780323702064263,1.242185930386022,1.1522714574407105,0.621092965193011,0.621092965193011
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-09,1,0,1,0.0,0.0,1.1838435700864347,0.0,0.0,-1.1838435700864347,1.1838435700864347,-1.1838435700864347,-1.1838435700864347
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-10,5,2,3,0.4,2.3010504542797823,1.1331550808058835,2.0306580213568903,1.3537720142379268,1.2026356661419144,2.3086739729027532,0.24052713322838287,-1.0907912695148967
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2025-11,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-01,2,2,0,1.0,2.2511088310323673,0.0,999.0,999.0,4.5022176620647345,0.0,2.2511088310323673,2.2511088310323673
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-02,1,1,0,1.0,2.3923788885163804,0.0,999.0,999.0,2.3923788885163804,0.0,2.3923788885163804,2.3923788885163804
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-03,2,0,2,0.0,0.0,1.1440179280398985,0.0,0.0,-2.288035856079797,2.288035856079797,-1.1440179280398985,-1.1440179280398985
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-04,3,1,2,0.3333333333333333,1.2448320277977196,1.098639815070535,1.1330665525878458,0.5665332762939229,-0.9524476023433504,1.1005220953443313,-0.3174825341144501,-1.0967575347967387
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-05,3,2,1,0.6666666666666666,2.1976305165396974,1.1492705265565462,1.9121960110856198,3.8243920221712395,3.2459905065228485,1.1492705265565462,1.0819968355076162,2.1681856360704774
60m_split_portfolio_short_adx,多空分离组合·仅放宽空头ADX衰减,2026-06,2,0,2,0.0,0.0,1.1530511270318462,0.0,0.0,-2.3061022540636924,2.3061022540636924,-1.1530511270318462,-1.1530511270318462
60m_split_portfolio_short_age,多空分离组合·仅放宽空头趋势年龄,2025-01,3,1,2,0.3333333333333333,2.410524522232862,1.1062767211565983,2.1789525858527417,1.0894762929263708,0.19797107991966567,2.2125534423131965,0.06599035997322189,-1.100383931881594
60m_split_portfolio_short_age,多空分离组合·仅放宽空头趋势年龄,2025-03,2,0,2,0.0,0.0,1.1129642867281895,0.0,0.0,-2.225928573456379,2.225928573456379,-1.1129642867281895,-1.1129642867281895
